order_id,order_date,ship_date,customer_id,customer_name,region,category,product_name,quantity,unit_price,unit_cost,discount,year,quarter,month,month_name,month_year,day_of_week,days_to_ship,revenue,total_cost,profit,profit_margin,order_value,order_month,cohort_month,cohort_index,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,customer_segment
ORD00329,2022-11-11,2022-11-14,CUST0306,Victor Martinez,Central,Office Supplies,Printer Paper,1,44.06,18.6,0.14,2022,Q4,11,Nov,2022-11,Friday,3.0,37.89,18.6,19.29,50.91,37.89,2022-11,2022-03,8,161,19,4518.7,1,5,2,8,Lost Customers
ORD00330,2023-10-13,2023-10-18,CUST0113,Maya Taylor,Central,Office Supplies,Whiteboard Magnetic,1,167.55,58.47,0.08,2023,Q4,10,Oct,2023-10,Friday,5.0,154.15,58.47,95.68,62.07,154.15,2023-10,2022-03,19,65,15,5140.49,3,4,3,10,Loyal Customers
ORD00331,2023-03-13,2023-03-19,CUST0170,Sam Harris,Central,Furniture,Filing Cabinet,1,229.44,93.53,0.04,2023,Q1,3,Mar,2023-03,Monday,6.0,220.26,93.53,126.73,57.54,220.26,2023-03,2022-01,14,121,17,6468.07,2,5,3,10,At Risk
ORD00332,2022-01-19,2022-01-20,CUST0343,Chris Thompson,Central,Sports & Outdoors,Jump Rope Pro,10,29.47,7.36,0.04,2022,Q1,1,Jan,2022-01,Wednesday,1.0,282.91,73.6,209.31,73.98,282.91,2022-01,2022-01,0,8,9,7420.98,5,1,4,10,New Customers
ORD00333,2022-08-21,2022-08-25,CUST0132,Henry Harris,Central,Sports & Outdoors,Dumbbell Set 20kg,1,210.18,74.1,0.04,2022,Q3,8,Aug,2022-08,Sunday,4.0,201.77,74.1,127.67,63.28,201.77,2022-08,2022-02,6,86,15,8412.82,2,4,4,10,At Risk
ORD00334,2023-01-30,2023-02-02,CUST0264,Frank Robinson,Central,Office Supplies,Desk Organizer,1,39.23,10.9,,2023,Q1,1,Jan,2023-01,Monday,3.0,,10.9,,,,2023-01,2022-03,10,57,11,5000.49,3,2,2,7,Potential Loyalists
ORD00335,2023-03-13,2023-03-20,CUST0351,Noah Johnson,Central,Sports & Outdoors,Yoga Mat Premium,2,64.08,19.07,0.02,2023,Q1,3,Mar,2023-03,Monday,7.0,125.6,38.14,87.46,69.63,125.6,2023-03,2022-11,4,17,10,4937.14,4,2,2,8,New Customers
ORD00336,2022-02-18,2022-02-22,CUST0368,Xander Garcia,North,Clothing,Dress Pants,3,106.88,33.54,0.01,2022,Q1,2,Feb,2022-02,Friday,4.0,317.43,100.62,216.81,68.3,317.43,2022-02,2022-02,0,16,12,14616.53,5,3,5,13,Loyal Customers
ORD00337,2023-06-14,2023-06-18,CUST0199,Liam Martinez,East,Furniture,Bookshelf,1,188.54,72.86,0.06,2023,Q2,6,Jun,2023-06,Wednesday,4.0,177.23,72.86,104.37,58.89,177.23,2023-06,2022-01,17,53,15,11773.22,3,4,5,12,Loyal Customers
ORD00338,2022-05-10,2022-05-17,CUST0382,Iris Jackson,North,Electronics,Webcam HD,2,91.97,28.16,0.11,2022,Q2,5,May,2022-05,Tuesday,7.0,163.71,56.32,107.39,65.6,163.71,2022-05,2022-01,4,18,24,11194.58,4,5,5,14,Champions
ORD00339,2022-06-27,2022-06-30,CUST0392,Tara Jones,North,Office Supplies,Desk Organizer,1,31.91,11.5,0.06,2022,Q2,6,Jun,2022-06,Monday,3.0,30.0,11.5,18.5,61.67,30.0,2022-06,2022-01,5,28,9,4907.56,4,2,2,8,New Customers
ORD00340,2023-08-28,2023-09-03,CUST0074,Tara White,East,Clothing,Casual Polo Shirt,1,57.2,16.01,0.13,2023,Q3,8,Aug,2023-08,Monday,6.0,49.76,16.01,33.75,67.83,49.76,2023-08,2022-02,18,8,10,3538.62,5,2,2,9,New Customers
ORD00341,2022-06-24,2022-06-27,CUST0108,Beth Clark,East,Electronics,Smartphone X,2,825.27,441.99,0.14,2022,Q2,6,Jun,2022-06,Friday,3.0,1419.46,883.98,535.48,37.72,1419.46,2022-06,2022-03,3,67,10,6346.16,3,2,3,8,Potential Loyalists
ORD00342,2023-01-12,,CUST0316,Henry Jones,South,Furniture,Filing Cabinet,1,253.37,100.34,0.03,2023,Q1,1,Jan,2023-01,Thursday,,245.77,100.34,145.43,59.17,245.77,2023-01,2022-04,9,29,12,5549.75,4,3,3,10,Loyal Customers
ORD00343,2024-08-02,2024-08-08,CUST0282,Quinn Martinez,East,Sports & Outdoors,Yoga Mat Premium,10,68.12,21.38,0.1,2024,Q3,8,Aug,2024-08,Friday,6.0,613.08,213.8,399.28,65.13,613.08,2024-08,2022-05,27,56,17,8003.92,3,5,4,12,Loyal Customers
ORD00344,2022-09-20,2022-09-26,CUST0336,Aaron Wilson,North,Electronics,4K Monitor,1,493.95,219.55,0.04,2022,Q3,9,Sep,2022-09,Tuesday,6.0,474.19,219.55,254.64,53.7,474.19,2022-09,2022-05,4,29,12,9670.96,4,3,5,12,Loyal Customers
ORD00345,2022-11-09,2022-11-14,CUST0291,Jack Thomas,West,Furniture,Bookshelf,3,184.64,70.02,0.05,2022,Q4,11,Nov,2022-11,Wednesday,5.0,526.22,210.06,316.16,60.08,526.22,2022-11,2022-11,0,22,8,2958.2,4,1,1,6,New Customers
ORD00346,2024-06-12,2024-06-15,CUST0185,Grace Anderson,West,Furniture,Executive Chair,3,340.89,172.54,0.11,2024,Q2,6,Jun,2024-06,Wednesday,3.0,910.18,517.62,392.56,43.13,910.18,2024-06,2022-02,28,14,18,5643.34,5,5,3,13,Loyal Customers
ORD00347,2022-12-26,2023-01-01,CUST0311,Beth Williams,South,Clothing,Winter Jacket,2,217.28,85.26,0.04,2022,Q4,12,Dec,2022-12,Monday,6.0,417.18,170.52,246.66,59.13,417.18,2022-12,2022-01,11,153,11,5365.02,1,2,3,6,Others
ORD00348,2022-06-04,2022-06-05,CUST0260,Liam Martin,Central,Sports & Outdoors,Dumbbell Set 20kg,1,172.61,76.45,0.12,2022,Q2,6,Jun,2022-06,Saturday,1.0,151.9,76.45,75.45,49.67,151.9,2022-06,2022-03,3,29,15,4325.7,4,4,2,10,Loyal Customers
ORD00349,2024-08-24,2024-08-30,CUST0397,Yara Taylor,Central,Clothing,Cotton T-Shirt Pack,1,33.03,10.18,0.06,2024,Q3,8,Aug,2024-08,Saturday,6.0,31.05,10.18,20.87,67.21,31.05,2024-08,2023-04,16,129,5,679.47,2,1,1,4,Others
ORD00350,2024-10-25,2024-10-26,CUST0340,Carol Martinez,Central,Office Supplies,Ballpoint Pens Pack,1,12.23,3.0,0.14,2024,Q4,10,Oct,2024-10,Friday,1.0,10.52,3.0,7.52,71.48,10.52,2024-10,2022-05,29,13,21,12403.16,5,5,5,15,Champions
ORD00351,2022-10-27,2022-11-02,CUST0375,Carol Jackson,South,Furniture,Meeting Table,2,1106.53,529.47,0.05,2022,Q4,10,Oct,2022-10,Thursday,6.0,2102.41,1058.94,1043.47,49.63,2102.41,2022-10,2022-01,9,2,16,5754.49,5,5,3,13,Loyal Customers
ORD00352,2023-02-28,2023-03-05,CUST0185,Grace Anderson,North,Clothing,Casual Polo Shirt,1,49.44,16.64,0.14,2023,Q1,2,Feb,2023-02,Tuesday,5.0,42.52,16.64,25.88,60.87,42.52,2023-02,2022-02,12,14,18,5643.34,5,5,3,13,Loyal Customers
ORD00353,2023-07-15,2023-07-22,CUST0380,Olivia Anderson,South,Electronics,Mechanical Keyboard,2,118.43,45.15,0.08,2023,Q3,7,Jul,2023-07,Saturday,7.0,217.91,90.3,127.61,58.56,217.91,2023-07,2022-02,17,5,18,4790.25,5,5,2,12,Loyal Customers
ORD00354,2022-06-09,2022-06-14,CUST0129,Grace Thompson,Central,Clothing,Dress Pants,4,94.39,36.51,0.14,2022,Q2,6,Jun,2022-06,Thursday,5.0,324.7,146.04,178.66,55.02,324.7,2022-06,2022-01,5,123,14,3155.96,2,4,1,7,At Risk
ORD00355,2022-01-14,2022-01-19,CUST0072,Tara Williams,Central,Clothing,Running Shoes Pro,3,135.02,46.81,0.03,2022,Q1,1,Jan,2022-01,Friday,5.0,392.91,140.43,252.48,64.26,392.91,2022-01,2022-01,0,33,16,7982.88,4,5,4,13,Champions
ORD00356,2022-08-31,2022-09-06,CUST0118,Alice Robinson,North,Office Supplies,Ballpoint Pens Pack,2,11.1,2.84,0.05,2022,Q3,8,Aug,2022-08,Wednesday,6.0,21.09,5.68,15.41,73.07,21.09,2022-08,2022-01,7,64,14,7173.28,3,4,4,11,Loyal Customers
ORD00357,2024-04-21,2024-04-22,CUST0125,Beth Anderson,South,Clothing,Dress Pants,1,97.25,34.33,0.17,2024,Q2,4,Apr,2024-04,Sunday,1.0,80.72,34.33,46.39,57.47,80.72,2024-04,2022-03,25,79,16,7958.14,2,5,4,11,At Risk
ORD00358,2022-12-07,2022-12-10,CUST0093,Diana Smith,Central,Furniture,Ergonomic Footrest,1,67.2,23.38,0.06,2022,Q4,12,Dec,2022-12,Wednesday,3.0,63.17,23.38,39.79,62.99,63.17,2022-12,2022-03,9,36,18,5023.39,4,5,3,12,Loyal Customers
ORD00359,2024-08-23,2024-08-30,CUST0247,Iris Garcia,Central,Electronics,USB-C Hub,2,52.39,13.37,0.12,2024,Q3,8,Aug,2024-08,Friday,7.0,92.21,26.74,65.47,71.0,92.21,2024-08,2022-02,30,36,13,6968.84,4,3,4,11,Loyal Customers
ORD00360,2023-06-26,2023-06-28,CUST0371,Tara Thompson,Central,Furniture,Meeting Table,3,1351.36,531.5,0.14,2023,Q2,6,Jun,2023-06,Monday,2.0,3486.51,1594.5,1892.01,54.27,3486.51,2023-06,2022-01,17,78,14,10719.97,2,4,5,11,At Risk
ORD00361,2023-02-19,2023-02-24,CUST0259,Yara Wilson,Central,Sports & Outdoors,Yoga Mat Premium,1,56.94,19.63,0.12,2023,Q1,2,Feb,2023-02,Sunday,5.0,50.11,19.63,30.48,60.83,50.11,2023-02,2022-06,8,45,8,7989.35,3,1,4,8,Others
ORD00362,2024-12-24,2024-12-29,CUST0386,Bob Taylor,South,Electronics,Smartphone X,1,920.48,488.81,0.07,2024,Q4,12,Dec,2024-12,Tuesday,5.0,856.05,488.81,367.24,42.9,856.05,2024-12,2022-06,30,7,12,2284.62,5,3,1,9,Loyal Customers
ORD00363,2024-06-02,2024-06-07,CUST0216,Carol Jackson,Central,Sports & Outdoors,Pull-up Bar Doorway,3,95.9,35.1,0.01,2024,Q2,6,Jun,2024-06,Sunday,5.0,284.82,105.3,179.52,63.03,284.82,2024-06,2022-04,26,57,12,4184.75,3,3,2,8,Loyal Customers
ORD00364,2023-12-19,2023-12-24,CUST0380,Olivia Anderson,Central,Clothing,Casual Polo Shirt,3,63.88,16.95,0.13,2023,Q4,12,Dec,2023-12,Tuesday,5.0,166.73,50.85,115.88,69.5,166.73,2023-12,2022-02,22,5,18,4790.25,5,5,2,12,Loyal Customers
ORD00365,2022-06-21,2022-06-24,CUST0307,Henry Miller,South,Electronics,Webcam HD,1,78.21,27.9,0.06,2022,Q2,6,Jun,2022-06,Tuesday,3.0,73.52,27.9,45.62,62.05,73.52,2022-06,2022-02,4,30,20,16435.92,4,5,5,14,Champions
ORD00366,2023-02-25,2023-03-03,CUST0162,Wendy Thompson,West,Electronics,Laptop Pro,1,1264.08,582.09,0.02,2023,Q1,2,Feb,2023-02,Saturday,6.0,1238.8,582.09,656.71,53.01,1238.8,2023-02,2022-03,11,4,10,7166.15,5,2,4,11,New Customers
ORD00367,2023-07-19,2023-07-25,CUST0204,Alice Thompson,Central,Sports & Outdoors,Resistance Bands Kit,2,28.75,9.05,0.06,2023,Q3,7,Jul,2023-07,Wednesday,6.0,54.05,18.1,35.95,66.51,54.05,2023-07,2022-03,16,9,24,17611.98,5,5,5,15,Champions
ORD00368,2023-09-21,2023-09-26,CUST0177,Maya Brown,South,Clothing,Casual Polo Shirt,1,54.51,17.15,0.06,2023,Q3,9,Sep,2023-09,Thursday,5.0,51.24,17.15,34.09,66.53,51.24,2023-09,2022-01,20,173,13,5674.98,1,3,3,7,Lost Customers
ORD00369,2023-03-16,2023-03-21,CUST0206,Chris Jones,Central,Electronics,4K Monitor,1,456.29,227.02,0.12,2023,Q1,3,Mar,2023-03,Thursday,5.0,401.54,227.02,174.52,43.46,401.54,2023-03,2022-03,12,114,15,14295.03,2,4,5,11,At Risk
ORD00370,2022-10-25,2022-10-29,CUST0308,Emma Smith,South,Electronics,Smartphone X,4,897.06,490.44,0.01,2022,Q4,10,Oct,2022-10,Tuesday,4.0,3552.36,1961.76,1590.6,44.78,3552.36,2022-10,2022-01,9,137,15,17969.41,1,4,5,10,Lost Customers
ORD00371,2024-03-31,2024-04-05,CUST0336,Aaron Wilson,Central,Office Supplies,Printer Paper,5,47.82,18.65,0.11,2024,Q1,3,Mar,2024-03,Sunday,5.0,212.8,93.25,119.55,56.18,212.8,2024-03,2022-05,22,29,12,9670.96,4,3,5,12,Loyal Customers
ORD00372,2024-11-27,2024-11-30,CUST0100,Carol Williams,Central,Electronics,Smartphone X,1,964.88,475.31,0.18,2024,Q4,11,Nov,2024-11,Wednesday,3.0,791.2,475.31,315.89,39.93,791.2,2024-11,2022-05,30,34,11,5826.97,4,2,3,9,New Customers
ORD00373,2022-01-01,2022-01-03,CUST0045,Rachel Davis,East,Furniture,Meeting Table,1,1117.01,518.43,0.12,2022,Q1,1,Jan,2022-01,Saturday,2.0,982.97,518.43,464.54,47.26,982.97,2022-01,2022-01,0,76,11,2379.14,3,2,1,6,Potential Loyalists
ORD00374,2022-05-21,2022-05-22,CUST0282,Quinn Martinez,Central,Clothing,Winter Jacket,3,232.28,88.25,0.12,2022,Q2,5,May,2022-05,Saturday,1.0,613.22,264.75,348.47,56.83,613.22,2022-05,2022-05,0,56,17,8003.92,3,5,4,12,Loyal Customers
ORD00375,2023-02-03,2023-02-07,CUST0207,Iris Brown,West,Office Supplies,Stapler Heavy Duty,2,32.73,8.68,0.04,2023,Q1,2,Feb,2023-02,Friday,4.0,62.84,17.36,45.48,72.37,62.84,2023-02,2022-03,11,3,16,7001.57,5,5,4,14,Champions
ORD00376,2022-08-28,2022-09-04,CUST0263,David Wilson,Central,Sports & Outdoors,Yoga Mat Premium,1,62.86,20.01,0.13,2022,Q3,8,Aug,2022-08,Sunday,7.0,54.69,20.01,34.68,63.41,54.69,2022-08,2022-04,4,47,13,11050.94,3,3,5,11,Loyal Customers
ORD00377,2023-05-14,2023-05-21,CUST0174,Beth Garcia,West,Office Supplies,Sticky Notes Bulk,2,18.23,4.9,0.07,2023,Q2,5,May,2023-05,Sunday,7.0,33.91,9.8,24.11,71.1,33.91,2023-05,2022-01,16,40,13,10873.24,4,3,5,12,Loyal Customers
ORD00378,2023-03-28,2023-04-03,CUST0360,Rachel Thompson,East,Sports & Outdoors,Yoga Mat Premium,1,61.48,19.23,0.05,2023,Q1,3,Mar,2023-03,Tuesday,6.0,58.41,19.23,39.18,67.08,58.41,2023-03,2022-01,14,204,14,8567.69,1,4,4,9,Lost Customers
ORD00379,2022-07-10,2022-07-14,CUST0345,Emma Davis,Central,Sports & Outdoors,Pull-up Bar Doorway,1,75.05,34.75,0.05,2022,Q3,7,Jul,2022-07,Sunday,4.0,71.3,34.75,36.55,51.26,71.3,2022-07,2022-06,1,166,9,6321.04,1,1,3,5,Others
ORD00380,2023-01-10,2023-01-16,CUST0350,Rachel White,South,Furniture,Filing Cabinet,2,214.32,90.72,0.03,2023,Q1,1,Jan,2023-01,Tuesday,6.0,415.78,181.44,234.34,56.36,415.78,2023-01,2022-07,6,171,16,6712.99,1,5,3,9,Lost Customers
ORD00381,2023-05-27,2023-06-03,CUST0317,Uma Smith,North,Furniture,Ergonomic Footrest,1,61.92,21.17,0.12,2023,Q2,5,May,2023-05,Saturday,7.0,54.49,21.17,33.32,61.15,54.49,2023-05,2022-02,15,2,15,7580.84,5,4,4,13,Champions
ORD00382,2022-03-28,2022-04-04,CUST0247,Iris Garcia,Central,Electronics,Tablet Air,2,691.7,323.11,0.05,2022,Q1,3,Mar,2022-03,Monday,7.0,1314.23,646.22,668.01,50.83,1314.23,2022-03,2022-02,1,36,13,6968.84,4,3,4,11,Loyal Customers
ORD00383,2024-03-25,2024-03-27,CUST0385,Xander Thompson,West,Office Supplies,Whiteboard Magnetic,2,140.23,60.45,0.01,2024,Q1,3,Mar,2024-03,Monday,2.0,277.66,120.9,156.76,56.46,277.66,2024-03,2022-05,22,45,13,3589.6,3,4,2,9,Loyal Customers
ORD00384,2022-12-24,2022-12-28,CUST0062,Rachel Wilson,North,Clothing,Cotton T-Shirt Pack,4,31.14,10.73,0.07,2022,Q4,12,Dec,2022-12,Saturday,4.0,115.84,42.92,72.92,62.95,115.84,2022-12,2022-11,1,81,14,3770.52,2,4,2,8,At Risk
ORD00385,2023-06-16,2023-06-18,CUST0281,Xander Martinez,Central,Electronics,4K Monitor,1,447.22,205.95,0.04,2023,Q2,6,Jun,2023-06,Friday,2.0,429.33,205.95,223.38,52.03,429.33,2023-06,2022-01,17,85,17,10754.82,2,5,5,12,At Risk
ORD00386,2024-02-02,2024-02-05,CUST0206,Chris Jones,South,Office Supplies,Stapler Heavy Duty,2,26.18,8.89,0.03,2024,Q1,2,Feb,2024-02,Friday,3.0,50.79,17.78,33.01,64.99,50.79,2024-02,2022-03,23,114,15,14295.03,2,4,5,11,At Risk
ORD00387,2023-04-28,2023-05-03,CUST0222,Rachel Jackson,South,Sports & Outdoors,Sports Water Bottle,1,20.87,5.62,0.03,2023,Q2,4,Apr,2023-04,Friday,5.0,20.24,5.62,14.62,72.23,20.24,2023-04,2022-04,12,5,16,4473.94,5,5,2,12,Loyal Customers
ORD00388,2024-11-24,2024-11-29,CUST0369,Aaron White,East,Clothing,Business Suit,10,354.53,144.99,0.07,2024,Q4,11,Nov,2024-11,Sunday,5.0,3297.13,1449.9,1847.23,56.03,3297.13,2024-11,2022-08,27,16,13,6405.72,5,4,3,12,Loyal Customers
ORD00389,2023-03-18,2023-03-25,CUST0131,Sam Harris,West,Sports & Outdoors,Pull-up Bar Doorway,1,76.02,30.88,0.09,2023,Q1,3,Mar,2023-03,Saturday,7.0,69.18,30.88,38.3,55.36,69.18,2023-03,2022-03,12,53,14,4531.4,3,4,2,9,Loyal Customers
ORD00390,2023-06-12,2023-06-15,CUST0011,Alice Thompson,Central,Office Supplies,Stapler Heavy Duty,5,27.67,9.09,0.05,2023,Q2,6,Jun,2023-06,Monday,3.0,131.43,45.45,85.98,65.42,131.43,2023-06,2022-01,17,102,17,13141.57,2,5,5,12,At Risk
ORD00391,2023-08-06,2023-08-09,CUST0167,Xander Thompson,West,Furniture,Meeting Table,1,1263.32,573.36,0.07,2023,Q3,8,Aug,2023-08,Sunday,3.0,1174.89,573.36,601.53,51.2,1174.89,2023-08,2022-11,9,74,14,9325.34,3,4,5,12,Loyal Customers
ORD00392,2022-12-10,2022-12-16,CUST0173,Quinn Williams,West,Electronics,Webcam HD,5,90.45,27.84,0.09,2022,Q4,12,Dec,2022-12,Saturday,6.0,411.55,139.2,272.35,66.18,411.55,2022-12,2022-07,5,30,19,6002.35,4,5,3,12,Loyal Customers
ORD00393,2023-08-20,2023-08-26,CUST0137,Noah White,West,Electronics,Wireless Headphones,1,232.15,81.3,0.06,2023,Q3,8,Aug,2023-08,Sunday,6.0,218.22,81.3,136.92,62.74,218.22,2023-08,2022-01,19,22,14,7189.48,4,4,4,12,Champions
ORD00394,2023-01-12,2023-01-19,CUST0012,Grace Thompson,East,Office Supplies,Sticky Notes Bulk,2,19.01,5.37,,2023,Q1,1,Jan,2023-01,Thursday,7.0,,10.74,,,,2023-01,2022-07,6,9,15,13471.42,5,4,5,14,Champions
ORD00395,2024-08-27,2024-09-01,CUST0028,Diana Thomas,North,Electronics,4K Monitor,1,418.53,206.03,0.12,2024,Q3,8,Aug,2024-08,Tuesday,5.0,368.31,206.03,162.28,44.06,368.31,2024-08,2022-03,29,35,15,8488.47,4,4,4,12,Champions
ORD00396,2024-03-09,2024-03-12,CUST0118,Alice Robinson,South,Electronics,USB-C Hub,5,47.94,13.07,0.04,2024,Q1,3,Mar,2024-03,Saturday,3.0,230.11,65.35,164.76,71.6,230.11,2024-03,2022-01,26,64,14,7173.28,3,4,4,11,Loyal Customers
ORD00397,2023-10-29,2023-11-05,CUST0244,Xander Anderson,East,Furniture,Meeting Table,3,1357.87,517.76,0.13,2023,Q4,10,Oct,2023-10,Sunday,7.0,3544.04,1553.28,1990.76,56.17,3544.04,2023-10,2022-04,18,56,10,8245.41,3,2,4,9,Potential Loyalists
ORD00398,2024-07-24,2024-07-30,CUST0384,Paul Smith,Central,Sports & Outdoors,Jump Rope Pro,2,23.01,7.5,0.08,2024,Q3,7,Jul,2024-07,Wednesday,6.0,42.34,15.0,27.34,64.57,42.34,2024-07,2022-05,26,81,15,5438.77,2,5,3,10,At Risk
ORD00399,2022-07-03,2022-07-07,CUST0158,Frank Thomas,East,Sports & Outdoors,Resistance Bands Kit,1,34.58,8.97,0.04,2022,Q3,7,Jul,2022-07,Sunday,4.0,33.2,8.97,24.23,72.98,33.2,2022-07,2022-03,4,9,12,5763.38,5,3,3,11,Loyal Customers
ORD00400,2023-08-11,2023-08-15,CUST0274,Alice Martin,West,Electronics,Laptop Pro,1,1244.39,645.62,0.28,2023,Q3,8,Aug,2023-08,Friday,4.0,895.96,645.62,250.34,27.94,895.96,2023-08,2022-03,17,9,19,13048.08,5,5,5,15,Champions
ORD00401,2022-01-15,2022-01-20,CUST0192,Tara Robinson,West,Office Supplies,Printer Paper,2,49.94,18.86,0.13,2022,Q1,1,Jan,2022-01,Saturday,5.0,86.9,37.72,49.18,56.59,86.9,2022-01,2022-01,0,252,12,6284.74,1,3,3,7,Lost Customers
ORD00402,2024-02-14,2024-02-16,CUST0135,David Jackson,Central,Clothing,Casual Polo Shirt,1,51.09,17.64,0.09,2024,Q1,2,Feb,2024-02,Wednesday,2.0,46.49,17.64,28.85,62.06,46.49,2024-02,2022-03,23,12,16,11227.25,5,5,5,15,Champions
ORD00403,2023-07-05,2023-07-09,CUST0097,Chris Martinez,East,Sports & Outdoors,Sports Water Bottle,3,23.88,5.79,0.03,2023,Q3,7,Jul,2023-07,Wednesday,4.0,69.49,17.37,52.12,75.0,69.49,2023-07,2022-02,17,44,14,8059.17,3,4,4,11,Loyal Customers
ORD00404,2023-01-20,2023-01-23,CUST0010,Quinn Clark,North,Electronics,Tablet Air,2,692.46,298.7,0.15,2023,Q1,1,Jan,2023-01,Friday,3.0,1177.18,597.4,579.78,49.25,1177.18,2023-01,2022-03,10,2,10,4499.61,5,2,2,9,New Customers
ORD00405,2022-01-17,2022-01-19,CUST0047,Maya Wilson,East,Furniture,Executive Chair,2,337.62,155.1,0.07,2022,Q1,1,Jan,2022-01,Monday,2.0,627.97,310.2,317.77,50.6,627.97,2022-01,2022-01,0,77,11,7042.55,2,2,4,8,Others
ORD00406,2022-03-06,2022-03-09,CUST0042,Victor Wilson,North,Clothing,Running Shoes Pro,1,133.89,47.99,0.14,2022,Q1,3,Mar,2022-03,Sunday,3.0,115.15,47.99,67.16,58.32,115.15,2022-03,2022-03,0,100,18,9771.94,2,5,5,12,At Risk
ORD00407,2023-05-28,2023-06-04,CUST0196,Emma Taylor,South,Office Supplies,Whiteboard Magnetic,1,135.21,57.72,0.02,2023,Q2,5,May,2023-05,Sunday,7.0,132.51,57.72,74.79,56.44,132.51,2023-05,2022-02,15,14,18,1996.57,5,5,1,11,Loyal Customers
ORD00408,2022-07-12,2022-07-17,CUST0341,Henry Wilson,East,Clothing,Winter Jacket,1,209.91,94.96,0.07,2022,Q3,7,Jul,2022-07,Tuesday,5.0,195.22,94.96,100.26,51.36,195.22,2022-07,2022-02,5,238,10,4214.13,1,2,2,5,Others
ORD00409,2024-12-02,2024-12-03,CUST0130,Emma Robinson,East,Office Supplies,Ballpoint Pens Pack,5,12.82,2.78,0.04,2024,Q4,12,Dec,2024-12,Monday,1.0,61.54,13.9,47.64,77.41,61.54,2024-12,2022-07,29,29,14,7033.47,4,4,4,12,Champions
ORD00410,2022-01-31,2022-02-02,CUST0142,Zoe Brown,South,Electronics,4K Monitor,2,527.39,210.71,0.06,2022,Q1,1,Jan,2022-01,Monday,2.0,991.49,421.42,570.07,57.5,991.49,2022-01,2022-01,0,42,10,3001.3,4,2,1,7,New Customers
ORD00411,2022-11-14,2022-11-17,CUST0395,Sam Miller,North,Electronics,Laptop Pro,3,1265.19,638.92,0.02,2022,Q4,11,Nov,2022-11,Monday,3.0,3719.66,1916.76,1802.9,48.47,3719.66,2022-11,2022-01,10,4,14,18457.11,5,4,5,14,Champions
ORD00412,2022-05-03,2022-05-06,CUST0331,Noah Thompson,,Sports & Outdoors,Resistance Bands Kit,2,34.78,9.72,0.08,2022,Q2,5,May,2022-05,Tuesday,3.0,64.0,19.44,44.56,69.62,64.0,2022-05,2022-05,0,88,19,6293.47,2,5,3,10,At Risk
ORD00413,2023-12-13,2023-12-20,CUST0225,Chris Jones,West,Furniture,Filing Cabinet,3,208.96,102.32,0.0,2023,Q4,12,Dec,2023-12,Wednesday,7.0,626.88,306.96,319.92,51.03,626.88,2023-12,2022-10,14,57,16,6248.09,3,5,3,11,Loyal Customers
ORD00414,2024-06-15,2024-06-20,CUST0151,Uma Thompson,Central,Office Supplies,Sticky Notes Bulk,2,16.57,5.32,0.07,2024,Q2,6,Jun,2024-06,Saturday,5.0,30.82,10.64,20.18,65.48,30.82,2024-06,2022-01,29,16,18,9832.7,5,5,5,15,Champions
ORD00415,2022-11-25,2022-11-26,CUST0272,Grace Wilson,East,Furniture,Meeting Table,1,1181.16,580.82,0.04,2022,Q4,11,Nov,2022-11,Friday,1.0,1133.91,580.82,553.09,48.78,1133.91,2022-11,2022-05,6,389,9,2588.44,1,1,1,3,Others
ORD00416,2023-01-15,2023-01-16,CUST0318,Chris Brown,South,Sports & Outdoors,Resistance Bands Kit,2,30.49,9.4,0.12,2023,Q1,1,Jan,2023-01,Sunday,1.0,53.66,18.8,34.86,64.96,53.66,2023-01,2022-02,11,264,6,1946.63,1,1,1,3,Others
ORD00417,2023-01-24,2023-01-29,CUST0350,Rachel White,Central,Office Supplies,Sticky Notes Bulk,4,16.18,5.37,0.08,2023,Q1,1,Jan,2023-01,Tuesday,5.0,59.54,21.48,38.06,63.92,59.54,2023-01,2022-07,6,171,16,6712.99,1,5,3,9,Lost Customers
ORD00418,2022-05-17,2022-05-18,CUST0067,Quinn Harris,North,Office Supplies,Stapler Heavy Duty,1,28.08,8.74,0.0,2022,Q2,5,May,2022-05,Tuesday,1.0,28.08,8.74,19.34,68.87,28.08,2022-05,2022-04,1,363,8,880.65,1,1,1,3,Others
ORD00419,2024-09-30,2024-10-05,CUST0320,Henry Garcia,East,Clothing,Casual Polo Shirt,4,50.03,17.19,0.04,2024,Q3,9,Sep,2024-09,Monday,5.0,192.12,68.76,123.36,64.21,192.12,2024-09,2022-04,29,16,14,8816.76,5,4,4,13,Champions
ORD00420,2024-10-03,2024-10-10,CUST0041,Liam Miller,East,Furniture,Meeting Table,5,1314.42,516.37,0.1,2024,Q4,10,Oct,2024-10,Thursday,7.0,5914.89,2581.85,3333.04,56.35,5914.89,2024-10,2022-02,32,29,16,9188.63,4,5,5,14,Champions
ORD00421,2022-04-30,2022-05-07,CUST0316,Henry Jones,North,Sports & Outdoors,Sports Water Bottle,1,25.55,5.92,0.01,2022,Q2,4,Apr,2022-04,Saturday,7.0,25.29,5.92,19.37,76.59,25.29,2022-04,2022-04,0,29,12,5549.75,4,3,3,10,Loyal Customers
